OBJECTID,I_EVENTNUMBER,LOCATION,STREET,CALL_ID,CALL_DESC,CALL_DATE,COORDS,I_MAPX,I_MAPY,I_STATUSID,ILO_BEAT,I_REPORTINGDISTRICT,CALL_DATE_STR,TIMEUPDATE,POL_BEAT,POL_DIST,POL_SECT
709572,,,,,,,,,,,,,,,,,
1317192,,,,,,,,,,,,,,,,,
1329386,,,,,,,,,,,,,,,,,
1528376,,,,,,,,,,,,,,,,,
1763066,,,,,,,,,,,,,,,,,
1767426,,,,,,,,,,,,,,,,,
2033698,,,,,,,,,,,,,,,,,
2093104,,,,,,,,,,,,,,,,,
2099124,LOP240619001058,2124 57TH AV,57TH AV,WELCK,WELFARE CHECK -- CHE,1718823879000,"[-122.1963031, 37.7697943]",6071395,2107203,A,27Y,CCD6,06/19/24  7:04:39 PM,1718883396000,27,4,3
2099125,LOP240619001059,460 63RD ST,63RD ST,933SA,ALARM-SCHOOL ALARM,1718823953000,"[-122.2586965, 37.8490373]",6053906,2136385,C,12Y,CCD1,06/19/24  7:05:53 PM,1718826674000,12,2,1
2099126,LOP240619001060,10950 INTERNATIONAL BLVD,INTERNATIONAL BLVD,911N,POLICE RELATED MATTE,1718823980000,"[-122.164552, 37.736456]",6080355,2094901,C,32X,CCD7,06/19/24  7:06:20 PM,1718823980000,32,5,3
2099127,LOP240619001064,98TH AV&INTERNATIONAL BLVD,AV&INTERNATIONAL BLVD,BCAST,BROADCAST,1718824262000,"[-122.1705299, 37.7443563]",6078678,2097808,C,32X,CCD7,06/19/24  7:11:02 PM,1718825111000,32,5,3
2099128,LOP240619001063,1225 WEBSTER ST,WEBSTER ST,911N,POLICE RELATED MATTE,1718824260000,"[-122.2696071, 37.8022224]",6050434,2119401,C,03X,CCD2,06/19/24  7:11:00 PM,1718824260000,3,1,1
2099129,LOP240619001065,1138 PERALTA ST,PERALTA ST,933R,ALARM-RINGER,1718824374000,"[-122.2953862, 37.8094717]",6043038,2122182,C,02Y,CCD3,06/19/24  7:12:54 PM,1718825254000,2,1,1
2099130,LOP240619001066,1607 CHURCH ST,CHURCH ST,273_6,VIOLATION OF COURT O,1718824380000,"[-122.1886364, 37.7622381]",6073561,2104412,P,30X,CCD6,06/19/24  7:13:00 PM,1718824380000,30,5,3
2099131,LOP240619001069,827 28TH ST,28TH ST,602L,TRESPASS:,1718824558000,"[-122.2750225, 37.8183418]",6048981,2125299,C,06X,CCD3,06/19/24  7:15:58 PM,1718839598000,6,1,1
2099132,LOP240619001070,1723 20TH AV,20TH AV,WELCK,WELFARE CHECK -- CHE,1718824691000,"[-122.2374973, 37.7885566]",6059617,2114252,C,18X,CCD2,06/19/24  7:18:11 PM,1718873484000,18,3,2
2099134,LOP240619001071,7101 EDGEWATER DR,EDGEWATER DR,911N,POLICE RELATED MATTE,1718824761000,"[-122.2094674, 37.7488054]",6067451,2099631,C,31X,CCD7,06/19/24  7:19:21 PM,1718824762000,31,5,3
